"","y","x1","x2","x3","x4"
"1",7.90546787390598,4.29655363744902,6.43056345135504,-2.24807552832881,"4"
"2",10.8961034245046,10.4487402678543,-1.40600572212103,-3.86358848737629,"4"
"3",7.6589675802364,10.1526421731161,3.92341948353864,-5.56862600508198,"1"
"4",5.09162078068127,7.82343156341361,-4.43855284287438,0.749358580166067,"1"
"5",7.84867227360467,4.92490607142818,4.54443681540867,10.2118130710104,"1"
"6",3.26980996679414,4.87688888887748,-1.28693681560279,5.31672136701136,"2"
"7",7.1645700534985,6.62893181976287,0.364674786646797,-3.51619804565454,"1"
"8",6.85729670618899,4.28941791766175,-3.42453307399022,7.30091026808346,"2"
"9",5.06301746220175,2.44846892471138,2.84197213435297,3.33850037420306,"3"
"10",5.82455052693466,12.244011684938,-0.626586466001769,-2.41356176354884,"2"
"11",0.7470899177258,1.52436162730155,-1.26350995924851,8.70739924834389,"1"
"12",-0.343932265515607,10.2191307355381,3.44984846695873,-6.42066788647045,"1"
"13",3.14109462072479,12.0829562345648,1.15855796816354,11.2865809861154,"2"
"14",6.5256385845663,5.97107677046808,-4.69487094516654,-11.9663397157764,"3"
"15",-0.258830762283482,4.50587200857014,0.778393280677296,2.81647494665744,"2"
"16",0.515288617383257,5.84792654465425,5.50307289489386,7.28602267481051,"4"
"17",5.8975251206112,2.22961299650137,1.28173429039247,-1.19389181459168,"1"
"18",4.05680420524706,9.76286030911566,0.318674706191506,-3.20416101498742,"1"
"19",7.80838308412684,5.58344996925517,0.143720534867524,0.146566546021851,"4"
"20",9.41297014577876,3.2426228743295,-3.80442850291927,17.7225060375305,"3"
