"","y","x1","x2","x3","x4"
"1",8.75387098777609,-0.922027154479692,2.03707887207168,-5.47801536866777,"1"
"2",3.90686484914653,14.6636429083682,1.01581148002973,2.68945349859393,"1"
"3",6.54192001108075,4.07825970602431,4.92075466429712,-5.88072684984123,"4"
"4",11.7175448459709,5.33168961378757,-3.38321991725041,-1.38493296696192,"4"
"5",7.51442256111229,8.11454794323687,-0.512502104605003,5.16355911602143,"2"
"6",1.54752360908334,4.32979119201499,-1.65034145715312,11.9637177195877,"1"
"7",6.96727887078552,5.2722829079762,2.32651685737985,1.84452753545455,"3"
"8",5.22674111373027,6.92064807531855,1.00720502248733,1.90940437513402,"1"
"9",9.06607101990365,8.46411028590596,4.89422537192367,5.24050812322179,"4"
"10",1.83624459689314,14.1279278439039,0.881436702658127,-14.4155403701312,"1"
"11",1.03706279848504,4.29098432210893,-0.854097704105755,2.78353765931338,"2"
"12",3.62780775409174,1.81352885688704,3.11190863994039,-0.448710665723626,"2"
"13",6.94828626090921,5.01327059749952,1.14488234839659,3.89448764064884,"1"
"14",5.05373149496008,7.61639878178251,-2.49685404056762,3.62662863400305,"2"
"15",-0.0748869259841989,6.21191711340762,5.3358879462757,-4.6452746718812,"1"
"16",6.23471086678463,2.59947511936361,1.89016784641475,-7.36050730534516,"3"
"17",7.66314519701717,10.1114796295657,4.7846364333909,7.60149211045258,"3"
"18",5.95497456846748,7.65856756086313,2.86418080055933,1.04405752407028,"2"
"19",5.89046854963298,4.07921749204611,0.356115231144816,1.29343355044406,"3"
"20",7.14249734500185,8.46433580815199,2.07694456181382,4.48601069470933,"3"
